0.0,0.0
0.017,0.0
0.033,0.0
0.05,0.03048
0.066,0.12192
0.083,0.27432
0.1,0.51816
0.116,0.85344
0.133,1.24968
0.149,1.76784
0.166,2.34696
0.183,3.048
0.199,3.84048
0.216,4.7244
0.232,5.66928
0.249,6.73608
0.266,7.89432
0.282,9.144
0.299,10.45464
0.315,11.79576
0.332,13.16736
0.832,52.97424
1.332,89.73312
1.832,123.56592
2.332,154.47264
2.832,182.60568
3.332,207.96504
3.832,230.67264
4.332,250.72848
4.832,268.19352
5.332,283.09824
5.832,295.5036
6.332,305.37912
6.832,312.78576
7.332,317.69304
7.832,320.1924
8.332,320.1924
8.832,317.78448
9.332,312.90768
9.832,305.59248
10.332,295.83888
10.832,283.70784
11.332,269.19936
11.832,252.31344
12.332,233.14152
12.832,211.65312
13.332,187.93968
13.832,162.0012
14.332,133.92912
14.832,103.72344
15.332,71.4756
15.832,37.24656
16.332,1.03632
16.832,-37.0332
